global_step,epoch,tokens_seen,train_loss,val_loss,elapsed_seconds
3400,1,27852800,6.976271915435791,7.091331195831299,4213.262349128723
3500,1,28672000,6.942900276184082,7.065028238296509,4289.836372613907
3600,1,29491200,6.8370973587036135,7.03705325126648,4366.441042900085
3700,1,30310400,7.044512367248535,7.021287250518799,4443.052211523056
3800,1,31129600,6.863580942153931,6.988502311706543,4519.70242857933
3900,1,31948800,6.7948243618011475,6.975511598587036,4596.363797426224
4000,1,32768000,6.834850883483886,6.94573826789856,4672.9831664562225
4100,1,33587200,6.814747333526611,6.926866674423218,4750.675935745239
4200,1,34406400,6.5724059581756595,6.893012380599975,4827.297298908234
4300,1,35225600,6.852715539932251,6.876559114456176,4903.961923837662
4400,1,36044800,6.6748682975769045,6.840956974029541,4980.63076710701
4500,1,36864000,6.775850820541382,6.825590515136719,5057.288509845734
4600,1,37683200,6.593019151687622,6.801641464233398,5133.89783000946
4700,1,38502400,6.442267656326294,6.782050037384034,5210.508923768997
4800,1,39321600,6.6340906620025635,6.759645748138428,5287.159674406052
4900,1,40140800,6.517440462112427,6.727404928207397,5363.804384946823
5000,1,40960000,6.542951440811157,6.720044136047363,5440.452795982361
5100,1,41779200,6.458173847198486,6.704305219650268,5518.195667743683
5200,1,42598400,6.667721843719482,6.682428026199341,5594.849483013153
5300,1,43417600,6.456623077392578,6.654675436019898,5671.486822605133
5400,1,44236800,6.4844433784484865,6.635393047332764,5748.172340631485
5500,1,45056000,6.463860559463501,6.619792366027832,5824.843008041382
5600,1,45875200,6.409314823150635,6.595180463790894,5901.482147216797
5700,1,46694400,6.42381477355957,6.579369974136353,5978.126372337341
5800,1,47513600,6.113304662704468,6.55082335472107,6054.720810651779
5900,1,48332800,6.210093069076538,6.533254671096802,6131.351087808609
6000,1,49152000,6.428799152374268,6.507585620880127,6207.988697528839
6100,1,49971200,6.284258508682251,6.500909519195557,6285.698870182037
6200,1,50790400,6.2869645118713375,6.4814512729644775,6362.357913970947
6300,1,51609600,6.334924793243408,6.474190998077392,6439.029439687729
6400,1,52428800,6.285832071304322,6.437499713897705,6515.709141731262
6500,1,53248000,6.373246335983277,6.4184808254241945,6592.3645985126495
6600,1,54067200,6.142495393753052,6.39917893409729,6669.0143966674805
6700,1,54886400,6.218759489059448,6.386960172653199,6745.679709911346
6800,1,55705600,6.247920656204224,6.371130180358887,6822.3520793914795
6900,1,56524800,6.0903643608093265,6.356276941299439,6898.981401443481
7000,1,57344000,6.220667505264283,6.333151912689209,6975.641899585724
7100,1,58163200,6.0890459537506105,6.320210361480713,7053.356101036072
7200,1,58982400,6.1172144412994385,6.306117343902588,7130.032285451889
7300,1,59801600,5.99327917098999,6.285596799850464,7206.71367931366
7400,1,60620800,5.9386491775512695,6.272591209411621,7283.380603551865
7500,1,61440000,5.82584023475647,6.258815145492553,7360.045265674591
7600,1,62259200,6.133471965789795,6.239934206008911,7436.715336561203
7700,1,63078400,6.086348390579223,6.213257837295532,7513.396760463715
7800,1,63897600,6.089788627624512,6.212418270111084,7590.083621025085
7900,1,64716800,6.139969301223755,6.187356758117676,7666.735683441162
8000,1,65536000,5.927113056182861,6.164153432846069,7743.356634140015
8100,1,66355200,5.940841817855835,6.152015924453735,7821.02215886116
8200,1,67174400,5.915149068832397,6.131775045394898,7897.664638757706
8300,1,67993600,5.868928146362305,6.127099084854126,7974.345533132553
8400,1,68812800,5.961201524734497,6.100807046890258,8051.038258075714
8500,1,69632000,5.902191781997681,6.087624502182007,8127.721036911011
8600,1,70451200,5.8387078762054445,6.073352861404419,8204.38771557808
8700,1,71270400,5.825929117202759,6.058272743225098,8281.083065748215
8800,1,72089600,5.833257961273193,6.0436851978302,8357.7636551857
8900,1,72908800,5.9365989685058596,6.0263436794281,8434.463545560837
9000,1,73728000,5.836859512329101,6.0171308517456055,8511.163593769073
9100,1,74547200,5.672471189498902,6.0016828060150145,8588.850712060928
9200,1,75366400,5.467642784118652,5.97742977142334,8665.479806423187
9300,1,76185600,5.707392787933349,5.964957427978516,8742.15904545784
9400,1,77004800,5.711254024505616,5.959053993225098,8818.844646692276
9500,1,77824000,5.604947328567505,5.939694023132324,8895.528242826462
9600,1,78643200,5.814188051223755,5.924767541885376,8972.204405069351
9700,1,79462400,5.508983469009399,5.909545421600342,9048.872822761536
9800,1,80281600,5.6806353569030765,5.889182615280151,9125.5310921669
9900,1,81100800,5.764048767089844,5.8885527610778805,9202.13878250122
10000,1,81920000,5.77727313041687,5.86569561958313,9278.700043439865
10100,1,82739200,5.662272930145264,5.8598713874816895,9356.349685907364
10200,1,83558400,5.654447841644287,5.841892194747925,9432.978148460388
10300,1,84377600,5.695764589309692,5.833860731124878,9509.616955757141
10400,1,85196800,5.723735666275024,5.806234312057495,9586.297091245651
10500,1,86016000,5.705988836288452,5.789788866043091,9662.99998497963
10600,1,86835200,5.668661117553711,5.77870283126831,9739.693342208862
10700,1,87654400,5.486026382446289,5.762576913833618,9816.386843204498
10800,1,88473600,5.629419183731079,5.753962230682373,9893.057973146439
10900,1,89292800,5.459216833114624,5.744555950164795,9969.684290409088
11000,1,90112000,5.54124231338501,5.735489225387573,10046.282082796097
11100,1,90931200,5.439751386642456,5.719101285934448,10123.935426473618
11200,1,91750400,5.349236965179443,5.707400178909301,10200.556996107101
11300,1,92569600,5.63984375,5.699282264709472,10277.158659696579
11400,1,93388800,5.582932758331299,5.696549987792968,10353.80697965622
11500,1,94208000,5.50647668838501,5.680482196807861,10430.443464040756
11600,1,95027200,5.348157453536987,5.665511655807495,10507.12652015686
11700,1,95846400,5.292618989944458,5.658507251739502,10583.800831079483
11800,1,96665600,5.450598573684692,5.649181699752807,10660.47690486908
11900,1,97484800,5.603365659713745,5.628268575668335,10737.14783358574
12000,1,98304000,5.407005786895752,5.6220558166503904,10813.82009935379
12100,1,99123200,5.349724578857422,5.607026767730713,10891.491083145142
12200,1,99942400,5.31082673072815,5.606885623931885,10968.119753837585
12300,1,100761600,5.332030391693115,5.587322187423706,11044.71615076065
12400,1,101580800,5.431093502044678,5.579045724868775,11121.310039043427
12500,1,102400000,5.435282039642334,5.564317750930786,11197.93698835373
12600,1,103219200,5.424675703048706,5.553214263916016,11274.58151102066
12700,1,104038400,5.337975263595581,5.544561862945557,11351.249199867249
12800,1,104857600,5.355604219436645,5.542114543914795,11427.958561182022
12900,1,105676800,5.3275713443756105,5.525478935241699,11504.650161743164
13000,1,106496000,5.217743349075318,5.521248292922974,11581.345965385437
13100,1,107315200,5.225773668289184,5.5089575290679935,11659.050111055374
13200,1,108134400,5.259442281723023,5.498046255111694,11735.720675706863
13300,1,108953600,5.377613258361817,5.492606973648071,11812.34516453743
13400,1,109772800,5.180171918869019,5.479266834259033,11888.989505767822
13500,1,110592000,5.282657861709595,5.465582370758057,11965.62398815155
13600,1,111411200,5.209147691726685,5.460210227966309,12042.257597923279
13700,1,112230400,5.323392486572265,5.453446340560913,12118.90172457695
13800,1,113049600,5.151763820648194,5.444434404373169,12195.600120544434
13900,1,113868800,5.203456783294678,5.431324243545532,12272.324565172195
14000,1,114688000,5.205550718307495,5.425114488601684,12349.046964406967
14100,1,115507200,5.183470106124878,5.417283391952514,12426.819720745087
14200,1,116326400,5.273656415939331,5.407833051681519,12503.508162736893
14300,1,117145600,5.24848575592041,5.398676204681396,12580.189475774765
14400,1,117964800,5.32559986114502,5.397271060943604,12656.852598428726
14500,1,118784000,5.118335199356079,5.389959669113159,12733.491871595383
14600,1,119603200,5.135613298416137,5.388787269592285,12810.132038116455
14700,1,120422400,5.24807300567627,5.369547605514526,12886.79890370369
14800,1,121241600,5.005233669281006,5.364277124404907,12963.434086561203
14900,1,122060800,4.941108465194702,5.356347703933716,13040.121388673782
15000,1,122880000,5.06438627243042,5.351845741271973,13116.819603919983
15100,1,123699200,5.100189685821533,5.344615459442139,13194.578806877136
15200,1,124518400,5.07337760925293,5.334772539138794,13271.307829856873
15300,1,125337600,5.281611490249634,5.332463979721069,13348.008573293686
15400,1,126156800,4.999602603912353,5.322378396987915,13424.695300102234
15500,1,126976000,5.1706733226776125,5.316498708724976,13501.3406457901
15600,1,127795200,5.077431535720825,5.312452983856201,13578.00502371788
15700,1,128614400,5.158661127090454,5.30689640045166,13654.619839668274
15800,1,129433600,5.192755174636841,5.295930099487305,13731.256454467773
15900,1,130252800,4.951625537872315,5.289637804031372,13807.88944864273
16000,1,131072000,5.177458620071411,5.280789947509765,13884.533775806427
16100,1,131891200,4.928181409835815,5.279016447067261,13962.241278409958
16200,1,132710400,5.126853322982788,5.269233322143554,14038.910351514816
16300,1,133529600,4.993267774581909,5.254403734207154,14115.596164226532
16400,1,134348800,4.992230844497681,5.253456020355225,14192.288099765778
16500,1,135168000,5.042103338241577,5.249288558959961,14268.964982748032
16600,1,135987200,5.00740065574646,5.246673917770385,14345.633746623993
16700,1,136806400,5.011514282226562,5.237190914154053,14422.323880910873
16800,1,137625600,4.873243045806885,5.240040302276611,14499.021406888962
16900,1,138444800,5.064261627197266,5.226827764511109,14575.715535402298
17000,1,139264000,5.0121739387512205,5.221336793899536,14652.421742916107
17100,1,140083200,4.978022861480713,5.221460819244385,14730.151923418045
17200,1,140902400,4.873738479614258,5.212615537643432,14806.84290599823
17300,1,141721600,5.07155179977417,5.2034924030303955,14883.563481807709
17400,1,142540800,5.066545391082764,5.198113012313843,14960.258651256561
17500,1,143360000,4.97228856086731,5.192500495910645,15036.980501413345
17600,1,144179200,4.997323131561279,5.191025447845459,15113.678162574768
17700,1,144998400,4.990225553512573,5.184568309783936,15190.364505767822
17800,1,145817600,4.806853294372559,5.180929327011109,15267.04771399498
17900,1,146636800,5.073472261428833,5.180016660690308,15343.72837972641
18000,1,147456000,4.869176864624023,5.169929313659668,15420.423106193542
18100,1,148275200,5.053611946105957,5.166740798950196,15498.154987812042
18200,1,149094400,4.96046929359436,5.162797689437866,15574.848584890366
18300,1,149913600,4.840487623214722,5.157325792312622,15651.525449752808
18400,1,150732800,4.882631492614746,5.160210752487183,15728.214874982834
18500,1,151552000,4.893558359146118,5.147798109054565,15804.895301103592
18600,1,152371200,4.896221113204956,5.140563058853149,15881.597902297974
18700,1,153190400,4.918258476257324,5.140453147888183,15958.29417181015
18800,1,154009600,4.940965747833252,5.133359384536743,16035.00695157051
18900,1,154828800,4.882351016998291,5.130625677108765,16111.7024974823
19000,1,155648000,5.059577798843383,5.130599498748779,16188.390677690506
19100,1,156467200,4.888081836700439,5.122448348999024,16266.113934993744
19200,1,157286400,4.753071212768555,5.12027907371521,16342.810519695282
19300,1,158105600,4.862193012237549,5.1175144672393795,16419.527193307877
19400,1,158924800,4.78601565361023,5.114348602294922,16496.24623656273
19500,1,159744000,4.787943005561829,5.11231837272644,16572.97463130951
19600,1,160563200,4.961692523956299,5.106420278549194,16649.675440311432
19700,1,161382400,4.893328905105591,5.102171945571899,16726.36724114418
19800,1,162201600,4.841652822494507,5.101000452041626,16803.065103769302
19900,1,163020800,4.889116907119751,5.095662832260132,16879.75767683983
20000,1,163840000,4.887973499298096,5.0957554340362545,16956.458547353745
20100,1,164659200,4.973530626296997,5.088603067398071,17034.21445631981
20200,1,165478400,4.837801933288574,5.082642650604248,17110.9395570755
20300,1,166297600,4.8914594650268555,5.078941822052002,17187.661791086197
20400,1,167116800,4.781446838378907,5.076284551620484,17264.377828598022
20500,1,167936000,4.762349271774292,5.073330116271973,17341.068267583847
20600,1,168755200,4.850399160385132,5.071863079071045,17417.75955271721
20700,1,169574400,4.971933364868164,5.069036674499512,17494.46056485176
20800,1,170393600,4.804367160797119,5.0644004344940186,17571.15335726738
20900,1,171212800,4.630926632881165,5.063301944732666,17647.85019659996
21000,1,172032000,4.824053812026977,5.058809566497803,17724.550051689148
21100,1,172851200,4.854022884368897,5.057200860977173,17802.28458714485
21200,1,173670400,4.92944450378418,5.054516553878784,17878.989552736282
21300,1,174489600,4.918483781814575,5.051125717163086,17955.695508480072
21400,1,175308800,4.875690650939942,5.04539737701416,18032.38779592514
21500,1,176128000,4.956236553192139,5.042697811126709,18109.084638834
21600,1,176947200,4.820532655715942,5.041420936584473,18185.776017427444
21700,1,177766400,4.875656223297119,5.038936281204224,18262.445071458817
21800,1,178585600,4.805988931655884,5.0373759269714355,18339.124264717102
21900,1,179404800,4.782008194923401,5.037407922744751,18415.78168988228
22000,1,180224000,4.868757200241089,5.028578519821167,18492.427000045776
22100,1,181043200,4.796212863922119,5.027594947814942,18570.15504693985
22200,1,181862400,4.688617897033692,5.030184555053711,18646.85716509819
22300,1,182681600,4.82536768913269,5.0237264156341555,18723.551924467087
22400,1,183500800,4.93649525642395,5.020164155960083,18800.24889779091
22500,1,184320000,4.934815788269043,5.017998552322387,18876.923018693924
22600,1,185139200,4.530840539932251,5.018056201934814,18953.61401104927
22700,1,185958400,4.831815195083618,5.011271286010742,19030.31120967865
22800,1,186777600,4.945103549957276,5.01122817993164,19107.02391934395
22900,1,187596800,4.877585506439209,5.0044989585876465,19183.713119506836
23000,1,188416000,4.7241634130477905,5.00657958984375,19260.39657187462
23100,1,189235200,4.604244136810303,5.003577995300293,19338.130591869354
23200,1,190054400,4.786379098892212,5.001698350906372,19414.828070402145
23300,1,190873600,4.669001770019531,4.999758863449097,19491.513778924942
23400,1,191692800,4.608088254928589,4.996152734756469,19568.21287894249
23500,1,192512000,4.758385372161865,4.993872356414795,19644.911372423172
23600,1,193331200,4.797252607345581,4.993955469131469,19721.602763175964
23700,1,194150400,4.629935026168823,4.993059349060059,19798.268085241318
23800,1,194969600,4.787272548675537,4.989420938491821,19874.942706346512
23900,1,195788800,4.64645357131958,4.988831377029419,19951.61993932724
24000,1,196608000,4.810565066337586,4.987669801712036,20028.280829429626
24100,1,197427200,4.654588222503662,4.984846353530884,20105.962040662766
24200,1,198246400,4.941230344772339,4.9820397853851315,20182.582822799683
24300,1,199065600,4.79077033996582,4.979453897476196,20259.219010829926
24400,1,199884800,4.73918719291687,4.976226091384888,20335.898665905
24500,1,200704000,4.930560159683227,4.975839614868164,20412.587846040726
24600,1,201523200,4.681337451934814,4.97448091506958,20489.276877641678
24700,1,202342400,4.748837184906006,4.970917749404907,20565.968747377396
24800,1,203161600,4.583965301513672,4.971475315093994,20642.674360513687
24900,1,203980800,4.8230010032653805,4.9685930728912355,20719.36215043068
25000,1,204800000,4.916922235488892,4.968903589248657,20796.041398763657
25100,1,205619200,4.798374223709106,4.964001846313477,20873.795177698135
25200,1,206438400,4.677849245071411,4.9631353378295895,20950.48765230179
25300,1,207257600,4.78838415145874,4.962628555297852,21027.1339700222
25400,1,208076800,4.669258975982666,4.960807180404663,21103.821459054947
25500,1,208896000,4.631399726867675,4.959088706970215,21180.49699306488
25600,1,209715200,4.791674423217773,4.960182952880859,21257.157878160477
25700,1,210534400,4.599360466003418,4.953368854522705,21333.850575447083
25800,1,211353600,4.82419171333313,4.952714252471924,21410.55910897255
25900,1,212172800,4.612098860740661,4.950381278991699,21487.258288383484
26000,1,212992000,4.784050989151001,4.95120587348938,21563.972881793976
26100,1,213811200,4.87360725402832,4.950069379806519,21641.708995342255
26200,1,214630400,4.524851655960083,4.946924161911011,21718.39520549774
26300,1,215449600,4.765419912338257,4.945738840103149,21795.09380722046
26400,1,216268800,4.702507591247558,4.946201801300049,21871.7819814682
26500,1,217088000,4.818491125106812,4.945828151702881,21948.435757160187
26600,1,217907200,4.788371229171753,4.944362449645996,22025.114686250687
26700,1,218726400,4.687642765045166,4.940255117416382,22101.788521766663
26800,1,219545600,4.652734422683716,4.940503787994385,22178.46401000023
26900,1,220364800,4.727165222167969,4.939510822296143,22255.155368566513
27000,1,221184000,4.627706694602966,4.9393213272094725,22331.852170228958
27100,1,222003200,4.623027086257935,4.939048624038696,22409.600514650345
27200,1,222822400,4.914793348312378,4.935244703292847,22486.30039048195
27300,1,223641600,4.871055793762207,4.9358641624450685,22562.98681974411
27400,1,224460800,4.739115905761719,4.9350627899169925,22639.689662218094
27500,1,225280000,4.6944659948349,4.934532642364502,22716.37918972969
27600,1,226099200,4.833320951461792,4.9336522102355955,22793.070373773575
27700,1,226918400,4.777420425415039,4.930984258651733,22869.730429172516
27800,1,227737600,4.807450199127198,4.929319095611572,22946.42307305336
27900,1,228556800,4.770244932174682,4.928589582443237,23023.107120752335
28000,1,229376000,4.724870872497559,4.928660249710083,23099.80010986328
28100,1,230195200,4.518371272087097,4.9255818843841555,23177.821209192276
28200,1,231014400,4.553186821937561,4.92670750617981,23254.519322395325
28300,1,231833600,4.844124412536621,4.923422384262085,23331.211765766144
28400,1,232652800,4.765928745269775,4.9231503963470455,23407.903636932373
28500,1,233472000,4.577129459381103,4.922135496139527,23484.59705066681
28600,1,234291200,4.952546739578247,4.921699857711792,23561.32319021225
28700,1,235110400,4.705922365188599,4.921399688720703,23638.01765012741
28800,1,235929600,4.779983448982239,4.919084119796753,23714.70911860466
28900,1,236748800,4.7030645370483395,4.919791030883789,23791.401708126068
29000,1,237568000,4.594959449768067,4.916306638717652,23868.09753727913
29100,1,238387200,4.658191514015198,4.915171813964844,23946.096004009247
29200,1,239206400,4.620392465591431,4.9145482063293455,24022.794123649597
29300,1,240025600,4.621247363090515,4.914439868927002,24099.510934114456
29400,1,240844800,4.676361751556397,4.914559030532837,24176.205607175827
29500,1,241664000,4.655642032623291,4.913971567153931,24252.89750099182
29600,1,242483200,4.734191226959228,4.9128539085388185,24329.59167408943
